author,title,year,book_order,avg_rating,num_ratings,prev_year,years_since_last
edmund swinglehurst,The Life and Works of Botticelli (Worlds Greatest Artists Series),1997,2,0,1,1996,1
edmund swinglehurst,Charles Rennie Mackintosh,2001,3,0,1,1997,4
edna obrien,Mein Irland.,1999,2,5,1,1980,19
edna obrien,Das rauhe Land.,2003,3,0,1,1999,4
eduardo h. galeano,The Book of Embraces,1991,2,5,2,1974,17
eduardo h. galeano,Patas Arriba. la Escuela Del Mundo Al Reves,1998,3,9,1,1991,7
eduardo h. galeano,Open Veins of Latin America: Five Centuries of the Pillage of a Continent,1998,4,0,1,1998,0
edvard radzinskii,Stalin: The First In-Depth Biography Based on Explosive New Documents from Russia's Secret Archives,1996,2,0,1,1993,3
edvard radzinskii,Rasputin,2000,3,1,3,1996,4
edvard radzinskii,The Rasputin File,2001,4,5,2,2000,1
edward bear,The Cocktail Cart,2001,2,0,1,1999,2
edward candy,Words for Murder Perhaps,1985,2,10,1,1985,0
edward f. murphy,"2,715 One-Line Quotations",1996,2,7,1,1992,4
edward hoch,"Best Detective Stories of the Year, 1977",1977,2,0,2,1976,1
edward hoch,"Best Detective Stories of the Year, 1978",1978,3,0,2,1977,1
edward hoch,"The Year's Best Mystery and Suspense Stories, 1983",1983,4,8,1,1978,5
edward humes,Murderer With a Badge: The Secret Life of a Rogue Cop,1993,2,3,3,1992,1
edward humes,Mississippi Mud : Southern Justice and the Dixie Mafia,1995,3,2.5555555555555554,9,1993,2
edward humes,NO MATTER HOW LOUD I SHOUT : A Year in the Life of Juvenile Court,1997,4,4,2,1995,2
edward humes,"MEAN JUSTICE : A TOWN'S TERROR, A PROSECUTOR'S POWER, A BETRAYAL OF INNOCENCE",1999,5,8.5,2,1997,2
edward humes,BABY ER : The Heroic Doctors and Nurses Who Perform Medicine's Tiniest Miracles,2000,6,0,1,1999,1
edward humes,Mean Justice,2003,7,0,2,2000,3
edward humes,School of Dreams: Making the Grade at a Top American High School,2003,8,1.3333333333333333,6,2003,0
edward l. ferman,The Best Horror Stories from the Magazine of Fantasy and Science Fiction,1988,2,0,1,1975,13
edward l. ferman,The Best Horror Stories from the Magazines of Fantasy and Science Fiction,1989,3,2.6666666666666665,3,1988,1
edward l. ferman,Best Horror Stories from Fantasy and Science Fiction Magazine (Best Horror Stories),1989,4,0,2,1989,0
edward l. ferman,The Best From Fantasy and Science Fiction : The Fiftieth Anniversary Anthology (Best from Fantasy and Science Fiction),1999,5,3,3,1989,10
edward l. ferman,The Best From Fantasy and Science Fiction,2000,6,0,2,1999,1
edward lazarus,Closed Chambers: The First Eyewitness Account of the Epic Struggles Inside the Supreme Court,1998,2,0,1,1991,7
edward llewellyn,Word-Bringer,1986,2,0,1,1985,1
edward m. hays,The Gospel of Gabriel: A Life of Jesus the Christ,1996,2,0,1,1988,8
edward mathis,Natural Prey (Dan Roman Mystery),1987,2,0,1,1985,2
edward mathis,Dark Streaks and Empty Places,1988,3,0,1,1987,1
edward mathis,Natural Prey,1988,4,0,3,1988,0
edward mathis,See No Evil,1990,5,1,2,1988,2
edward mathis,September Song,1991,6,0,1,1990,1
edward s. curtis,"Native Nations Miniseries : Chiefs and Warriors (Curtis, Edward S., North American Indian (1996), V. 1.)",1996,2,10,1,1993,3
edward s. curtis,Hidden Faces (Native Nations Series),1997,3,0,1,1996,1
edward s. herman,"Triumph of the Market: Essays on Economics, Politics, and the Media",1995,2,0,1,1988,7
edward s. herman,Manufacturing Consent: The Political Economy of the Mass Media,2002,3,4,8,1995,7
edward sklepowich,A Mystery of Venice: Farewell to the Flesh,1993,2,0,1,1992,1
edward sklepowich,Black Bridge: A Mystery of Venice,1995,3,0,1,1993,2
edward sklepowich,In Venedig weint man nicht. Roman.,1999,4,0,1,1995,4
edward sklepowich,Die schwarze BrÃ?Â¼cke von Venedig.,2000,5,5,3,1999,1
edward sklepowich,Mord im Palazzo.,2000,6,0,2,2000,0
edward sklepowich,Venedig sehen und sterben.,2002,7,0,1,2000,2
edward sklepowich,Deadly to the Sight: A Mystery of Venice,2002,8,0,1,2002,0
edward sklepowich,The Last Gondola: A Mystery of Venice,2003,9,8,1,2002,1
edwin b. williams,Diccionario espaÃ±ol/inglÃ©s inglÃ©s/espaÃ±ol: Bantam,1982,2,0,1,1968,14
edwin b. williams,The Scribner-Bantam English Dictionary,1991,3,3.3333333333333335,3,1982,9
edwin b. williams,Diccionario espaÃ±ol/inglÃ©s inglÃ©s/espaÃ±ol: Bantam New College,1991,4,2.142857142857143,7,1991,0
edwin wilson,Living Theater: A History,1994,2,0,1,1994,0
egbert osterwald,Tod eines Schweins.,1996,2,4,2,1996,0
eiichiro oda,"Buggy the Clown (One Piece, Volume 2)",2003,2,0,1,2003,0
eiichiro oda,One Piece (One Piece),2004,3,0,1,2003,1
eike christian hirsch,Kopfsalat: Spott-Reportagen fÃ¼r Besserwisser,1988,2,0,1,1976,12
eileen fulton,Soap Opera,2000,2,4,7,1995,5
eileen hehl,No Strings Attached (Sweet Dreams No 95),1985,2,0,1,1985,0
eileen hehl,"Playing Games (Sweet Dreams, No 110)",1986,3,0,1,1985,1
eileen hehl,"Playing the Field (Sweet Dreams, No 133)",1987,4,0,1,1986,1
eileen hehl,"Happily Ever After (Sweet Dreams, No 230)",1995,5,9,1,1987,8
elaine ford,Ivory bright (Contemporary American fiction),1987,2,1.75,4,1980,7
elaine ford,Monkey Bay (Contemporary American Fiction),1990,3,0,1,1987,3
elaine ford,Life Designs: A Novel,1997,4,5.666666666666667,3,1990,7
elaine kane,Promise Me,1996,2,0,1,1994,2
elaine pagels,The Gnostic Gospels,1989,2,2.5,10,1988,1
elaine pagels,"Adam, Eve, and the Serpent",1989,3,4.4,5,1989,0
elaine pagels,The Origin of Satan,1995,4,2.3333333333333335,9,1989,6
elaine pagels,The Origin of Satan,1996,5,4.111111111111111,9,1995,1
elaine pagels,Beyond Belief : The Secret Gospel of Thomas,2003,6,3,3,1996,7
elaine pagels,The Gnostic Gospels: A Startling Account of the Meaning of Jesus and the Origin of Christianity Based on Gnostic Gospels and Other Secret Texts,2004,7,5,1,2003,1
elaine pagels,Beyond Belief : The Secret Gospel of Thomas (Vintage),2004,8,2.5,4,2004,0
elaine raco chase,The Best of Elaine Raco Chase: Designing Woman/Video Vixen,1991,2,0,1,1987,4
elaine raco chase,Partners in Crime: A Mystery Anthology,1994,3,0,1,1991,3
elaine raphael,The Story of the First Thanksgiving (Drawing America),1992,2,7,1,1981,11
elaine raphael,Ancient Rome: Drawing History,1995,3,0,1,1992,3
elane osborn,"Honeymoon With A Handsome (Harlequin Intimate Moments, No 748)",1996,2,0,2,1990,6
elane osborn,"Which Twin? (Silhouette Intimate Moments, No 1067)",2001,3,0.8571428571428571,7,1996,5
elane osborn,A Season to Believe,2002,4,0,3,2001,1
eldonna bouton,Journaling from the Heart,2000,2,9.5,2,1999,1
eldonna bouton,Write Away : A Journal Writing Tool Kit,2000,3,10,1,2000,0
eleanor berman,"Away for the Weekend (R): Southeast -- Revised and Updated Edition : Great Getaways for Every Season in Alabama, Georgia, North Carolina, South Carolina and Tennessee (Away for the Weekend Series)",1997,2,0,1,1990,7
eleanor berman,Grandparenting Today: Making the Most of Your Grandparenting Skills With Grandchildren of All Ages (Reader's Digest),1997,3,0,1,1997,0
eleanor berman,Eyewitness Travel Guide to New York (revised),1998,4,0,1,1997,1
eleanor berman,Recommended Bed &amp; Breakfasts New England,1999,5,6,1,1998,1
eleanor berman,Traveling Solo,1999,6,0,2,1999,0
eleanor berman,"Traveling Solo, 3rd: Advice and Ideas for More Than 250 Great Vacations",2001,7,0,1,1999,2
eleanor berman,Eyewitness Top 10 Travel Guides: New York (Eyewitness Travel Top 10),2002,8,2,2,2001,1
eleanor cooney,Deception: A Novel of Mystery and Madness in Ancient China,1994,2,0,2,1990,4
eleanor cooney,Shangri-LA: The Return to the World of Lost Horizon,1996,3,5.333333333333333,3,1994,2
eleanor cooney,L'impÃ?Â©ratrice des mensonges,1998,4,0,1,1996,2
eleanor cooney,Die eiserne Kaiserin. Ein Richter- Di- Roman.,1998,5,0,2,1998,0
eleanor cooney,Der Fluch der Kaiserin. Ein Richter- Di- Roman.,2001,6,0,2,1998,3
eleanor cooney,Death in Slow Motion : My Mother's Descent into Alzheimer's,2003,7,0,2,2001,2
eleanor freemont,Muppet Babies: Baby Gonzo Has a Cold (Golden Little Look-Look Books),1995,2,4.5,2,1994,1
eleanor lowe clymer,The Trolley Car Family,1987,2,2.5,4,1982,5
eleanor roosevelt,Eleanor and Harry : The Correspondence of Eleanor Roosevelt and Harry S. Truman (Lisa Drew Books (Hardcover)),2002,2,9,1,2000,2
eleanor schick,My Album,1984,2,5,1,1974,10
eleanor woods,Texas Wildfire (Candlelight Supreme),1987,2,0,1,1983,4
elie wiesel,Souls on fire;: Portraits and legends of Hasidic masters,1973,2,8,1,1971,2
elie wiesel,Night,1973,3,4,2,1973,0
elie wiesel,Messengers of God: Biblical portraits and legends,1976,4,10,1,1973,3
elie wiesel,The Testament,1981,5,10,1,1976,5
elie wiesel,Dawn,1982,6,6.5,4,1981,1
elie wiesel,Somewhere a Master: Further Hasidic Portraits and Legends,1982,7,0,1,1982,0
elie wiesel,Night,1982,8,4.337016574585635,181,1982,0
elie wiesel,Night,1982,9,3.1875,16,1982,0
elie wiesel,SOULS ON FIRE,1982,10,0,2,1982,0
elie wiesel,The Accident,1982,11,8,1,1982,0
elie wiesel,SOULS ON FIRE,1982,12,2.6,5,1982,0
elie wiesel,Five Biblical Portraits,1983,13,0,1,1982,1
elie wiesel,Somewhere a Master,1984,14,0,1,1983,1
elie wiesel,MESSENGERS OF GOD,1985,15,0,2,1984,1
elie wiesel,Legends of Our Time,1987,16,0,2,1985,2
elie wiesel,"The Night Trilogy : Night, Dawn, The Accident",1987,17,3.3333333333333335,3,1987,0
elie wiesel,Twilight,1988,18,3.6,5,1987,1
elie wiesel,The Six Days of Destruction: Meditations Toward Hope,1988,19,0,2,1988,0
elie wiesel,The Fifth Son,1989,20,0,3,1988,1
elie wiesel,A Journey of Faith,1990,21,8,1,1989,1
elie wiesel,A Journey of Faith,1990,22,0,1,1990,0
elie wiesel,"Sages and Dreamers: Biblical, Talmudic, and Hasidic Portraits and Legends",1991,23,0,1,1990,1
elie wiesel,The Forgotten,1992,24,9,1,1991,1
elie wiesel,PASSOVER HAGGADAH: AS COMMENTED UPON BY ELIE WIESEL AND ILLUSTATED BY MARK PODWAL,1993,25,5,1,1992,1
elie wiesel,All Rivers Run to the Sea : Memoirs,1995,26,0,1,1993,2
elie wiesel,The Trial of God,1995,27,4,2,1995,0
elie wiesel,All Rivers Run to the Sea,1995,28,8,1,1995,0
elie wiesel,All Rivers Run to the Sea: Memoirs,1996,29,3.857142857142857,7,1995,1
elie wiesel,Alle FlÃ?Â¼sse flieÃ?Â?en ins Meer.,1997,30,9,1,1996,1
elie wiesel,The Accident,1999,31,0,2,1997,2
elie wiesel,The Testament,1999,32,0,1,1999,0
elie wiesel,"And the Sea Is Never Full: Memoirs, 1969",2000,33,8,1,1999,1
elie wiesel,The Oath,2001,34,5,1,2000,1
elie wiesel,The Judges: A Novel,2002,35,0,1,2001,1
elie wiesel,Die Richter.,2003,36,5,1,2002,1
elinor j. brecher,Schindler's Legacy: True Stories of the List Survivors,1994,2,5,4,1994,0
elinor j. brecher,Ich stand auf Schindlers Liste. Lebenswege der Geretteten.,1995,3,0,3,1994,1
elinor lipman,Then She Found Me,1991,2,2.2758620689655173,29,1988,3
elinor lipman,WAY MEN ACT,1992,3,1,7,1991,1
elinor lipman,The Way Men Act: A Novel,1993,4,3.3636363636363638,11,1992,1
elinor lipman,Isabel's Bed,1995,5,3.6666666666666665,6,1993,2
elinor lipman,Isabel'S Bed,1996,6,1.6875,16,1995,1
elinor lipman,Isabel's Bed,1998,7,3.2439024390243905,41,1996,2
elinor lipman,The Inn at Lake Devine: A Novel,1998,8,2.5714285714285716,7,1998,0
elinor lipman,The Ladies' Man,1999,9,2.230769230769231,13,1998,1
elinor lipman,The Inn at Lake Devine,1999,10,3.5416666666666665,48,1999,0
elinor lipman,The Ladies' Man,2000,11,2.6,20,1999,1
elinor lipman,The Dearly Departed,2001,12,0,3,2000,1
elinor lipman,The Dearly Departed,2001,13,0,1,2001,0
elinor lipman,The Dearly Departed: A Novel,2002,14,2,3,2001,1
elinor lipman,The Pursuit of Alice Thrift,2003,15,1.8125,16,2002,1
eliot wigginton,Foxfire 2 (Foxfire (Paperback)),1973,2,4.8,5,1972,1
eliot wigginton,Foxfire 3 (Foxfire (Paperback)),1975,3,2.5,2,1973,2
eliot wigginton,Foxfire 4 (Foxfire (Paperback)),1977,4,6,3,1975,2
eliot wigginton,Foxfire 5 (Foxfire (Paperback)),1979,5,0,2,1977,2
eliot wigginton,Foxfire 6 (Foxfire (Paperback)),1980,6,4.333333333333333,3,1979,1
eliot wigginton,Sometimes a Shining Moment: The Foxfire Experience,1985,7,2,1,1980,5
eliot wigginton,SOMETIMES A SHINING MOMENT,1986,8,0,1,1985,1
elisabeth borchers,Das Buch der Liebe: Gedichte u. Lieder (Insel Taschenbuch ; 82),1974,2,0,1,1973,1
elise ford,"Frommer's Washington, D.C. from $60 a Day (9th Ed)",1997,2,0,1,1990,7
elissa wald,Holding Fire: A Love Story,2001,2,0,1,1998,3
eliza haywood,The History of Miss Betsy Thoughtless (World's Classics),1997,2,8,1,1995,2
eliza haywood,Love in Excess (second edition),2000,3,2,2,1997,3
elizabeth a. lynn,Watchtower,1981,2,0,1,1981,0
elizabeth a. lynn,Northern Girl,1981,3,4,4,1981,0
elizabeth a. lynn,Sardonyx Net,1982,4,4,2,1981,1
elizabeth a. lynn,Watchtower,1982,5,5,4,1982,0
elizabeth a. lynn,Sardonyx Net,1982,6,0,1,1982,0
elizabeth a. lynn,Northern Girl,1983,7,0,2,1982,1
elizabeth a. lynn,Dancers of Arun,1983,8,0,4,1983,0
elizabeth a. lynn,Watchtower,1983,9,0,4,1983,0
elizabeth a. lynn,The Sardonyx Net,1985,10,0,1,1983,2
elizabeth a. lynn,"Watchtower (Chronicles of Tornor, Book 1)",1986,11,3.5,2,1985,1
elizabeth a. lynn,Dragon's Winter,1998,12,0,1,1986,12
elizabeth a. lynn,Dragon's Winter,1999,13,3.2,5,1998,1
elizabeth a. lynn,"Watchtower (Chronicles of Tornor, No 1)",1999,14,0,1,1999,0
elizabeth a. lynn,Dragon's Treasure,2004,15,9,1,1999,5
elizabeth a. ryan,How to Write Better Book Reports (Student Survival Power),1991,2,0,1,1989,2
elizabeth a. ryan,How to Write Better Book Reports (Student Survival Power),1991,3,0,2,1991,0
elizabeth alston,Biscuits and Scones: 62 Recipes from Breakfast Biscuits to Homey Desserts,1988,2,7,1,1985,3
elizabeth alston,Pancakes and Waffles,1993,3,10,1,1988,5
elizabeth anders,Sizzle Cleans Up (The Puzzle Place),1997,2,0,1,1996,1
elizabeth anders,The Flower Princesses: Includes 20 Glitter Tattoos (Glitter Tattoos),1998,3,0,1,1997,1
elizabeth b. coker,Blood Red Roses,1978,2,0,1,1977,1
elizabeth barrett browning,Sonnets from the Portuguese and Other Love Poems,1990,2,4,2,1986,4
elizabeth barrett browning,Sonnets from the Portuguese and Other Poems (Dover Thrift Editions),1992,3,4.846153846153846,13,1990,2
elizabeth barrett browning,Selected Poems,1992,4,0,1,1992,0
elizabeth barrett browning,Love sonnets,1993,5,8,1,1992,1
elizabeth barrett browning,Aurora Leigh and Other Poems (Penguin Classics),1996,6,6,1,1993,3
elizabeth barrett browning,Sonnets from the Portuguese,1997,7,9.25,4,1996,1
elizabeth dewberry vaughn,Break the Heart of Me,1994,2,7,1,1990,4
elizabeth diefendorf,The New York Public Library's Books of the Century,1997,2,7,3,1996,1
elizabeth ehrlich,Miriam's Kitchen: A Memoir,1998,2,1.3333333333333333,6,1997,1
elizabeth elliot,Let Me Be a Woman,1999,2,0,1,1989,10
elizabeth elliot,Let Me Be a Woman,1999,3,7,1,1999,0
elizabeth enright,Saturdays,1987,2,0,1,1987,0
elizabeth enright,Spiderweb for Two,1987,3,10,1,1987,0
elizabeth enright,Return to Gone-Away,1992,4,0,1,1987,5
elizabeth enright,The Four-Story Mistake,1997,5,3.75,4,1992,5
elizabeth enright,Return to Gone-Away,2000,6,5,1,1997,3
elizabeth enright,Gone-Away Lake (Gone-Away Lake Books (Hardcover)),2000,7,10,1,2000,0
elizabeth enright,Gone-Away Lake (Gone-Away Lake Books (Paperback)),2000,8,4.75,4,2000,0
elizabeth enright,Then There Were Five,2002,9,0,2,2000,2
elizabeth enright,The Four-Story Mistake,2002,10,0,1,2002,0
elizabeth enright,The Saturdays,2002,11,8,1,2002,0
elizabeth enright,Spiderweb for Two: A Melendy Maze,2002,12,0,1,2002,0
elizabeth forsythe hailey,Life Sentences,1982,2,10,1,1979,3
elizabeth forsythe hailey,"Joanna's Husband, and David's Wife (G.K. Hall large print book series)",1986,3,0,1,1982,4
elizabeth forsythe hailey,Joanna's Husband and David's Wife,1986,4,0,2,1986,0
elizabeth forsythe hailey,Life Sentences,1987,5,3.5,2,1986,1
elizabeth forsythe hailey,A Woman of Independent Means,1990,6,2.4375,16,1987,3
elizabeth forsythe hailey,Home Free: A Novel,1991,7,0,1,1990,1
elizabeth forsythe hailey,Home Free,1991,8,0.7142857142857143,7,1991,0
elizabeth forsythe hailey,A Woman of Independent Means,1998,9,1.5,8,1991,7
elizabeth hollinger,Legend of Zelda: Ocarina of Time: Prima's Official Strategy Guide,1998,2,7,2,1998,0
elizabeth hollinger,Dragon Ball Z: Legacy of Goku : Prima's Official Strategy Guide (Prima's Official Strategy Guides),2002,3,8,1,1998,4
elizabeth king,The Pumpkin Patch (Picture Puffins),1996,2,9,1,1995,1
elizabeth lane,"Birds Of Passage (Harlequin Historical, No 692)",1991,2,0,2,1989,2
elizabeth lane,Mad As Rabbits,1991,3,0,1,1991,0
elizabeth lane,"Moonfire (Harlequin Historical, No 150)",1992,4,0,2,1991,1
elizabeth lane,Mckenna'S Promise (Harlequin Historical No 216),1994,5,0,2,1992,2
elizabeth lane,"Lydia (Harlequin Historical, No 302)",1995,6,4,2,1994,1
elizabeth lane,"Apache Fire (Harlequin Historicals, 436)",1998,7,2.3333333333333335,3,1995,3
elizabeth lane,"Shawnee Bride (Harlequin Historicals, 492)",1999,8,3.8,5,1998,1
elizabeth lane,"Bride On The Run (American Historical Series, No 546)",2001,9,0,1,1999,2
elizabeth lane,"My Lord Savage (Harlequin Historical Series, No. 569)",2001,10,1.1428571428571428,7,2001,0
elizabeth lane,"Navajo Sunrise (Harlequin Historical, No. 608)",2002,11,0,5,2001,1
elizabeth lane,Wyoming Widow,2003,12,0,2,2002,1
elizabeth longford,Oxford Book of Royal Anecdotes,1991,2,3,2,1989,2
elizabeth mayne,Lord Of The Isle (Harlequin Historical),1996,2,1,7,1995,1
elizabeth mayne,"Man Of The Mist (Harlequin Historical, No 313)",1996,3,1.2,5,1996,0
elizabeth mayne,"Lady Of The Lake (Harlequin Historical, No 980)",1997,4,0,8,1996,1
elizabeth mayne,"Highlander'S Maiden (Harlequin Historicals, No. 449)",1999,5,0,1,1997,2
elizabeth sims,Damn Straight : A Lillian Byrd Crime Story,2003,2,0,1,2002,1
elizabeth spencer,The Light in the Piazza (Penguin Short Fiction),1986,2,6,2,1984,2
elizabeth spencer,The Voice at the Back Door,1986,3,0,2,1986,0
elizabeth spencer,Fire in the Morning,1987,4,0,1,1986,1
elizabeth spencer,Jack of Diamonds: And Other Stories,1988,5,7,1,1987,1
elizabeth spencer,The Stories of Elizabeth Spencer (Contemporary American Fiction),1990,6,0,2,1988,2
elizabeth spencer,Landscapes of the Heart: A Memoir,1998,7,0,2,1990,8
elizabeth spencer,The Southern Woman: New and Selected Fiction (Modern Library),2001,8,10,1,1998,3
elizabeth willey,A Sorcerer and a Gentleman (Sorcerer &amp; a Gentleman),1996,2,0,1,1994,2
elizabeth willey,The Price of Blood and Honor,1997,3,6,1,1996,1
elizabeth wood,"Reef Fishes, Corals and Invertebrates of the South China Sea (Reef Fishes, Corals and Invertebrates)",2002,2,7,1,1988,14
ella thorp ellis,The Year of My Indian Prince,2002,2,7,1,1996,6
elle eggels,Das Haus der sieben Schwestern.,2001,2,5,1,1998,3
elle eggels,The House of the Seven Sisters : A Novel of Food and Family,2002,3,0,1,2001,1
elle eggels,Das Haus der sieben Schwestern.,2002,4,0,1,2002,0
elle eggels,The House of the Seven Sisters : A Novel of Food and Family,2003,5,4,2,2002,1
ellen  godfrey,GEORGIA DISAPPEARED,1993,2,3,1,1989,4
ellen b. jackson,"Autumn Equinox, The",2000,2,9.5,2,1994,6
ellen bass,Courage to Heal: A Guide for Women Survivors of Child Sexual Abuse,1988,2,4.166666666666667,6,1983,5
ellen bass,I Never Told Anyone : Writings by Women Survivors of Child Sexual Abuse,1991,3,2.5,2,1988,3
ellen bass,The Courage To Heal : A Guide For Women Survivors of Child Sexual Abuse,1992,4,4,2,1991,1
ellen bass,The Courage to Heal - Third Edition - Revised and Expanded : A Guide for Women Survivors of Child Sexual Abuse,1994,5,3.1666666666666665,6,1992,2
ellen bass,"Mules of Love: Poems (American Poets Continuum, 73)",2002,6,5,1,1994,8
ellen fitzgerald,Julia's Portion,1988,2,0,1,1986,2
ellen goodman,Close to Home,1981,2,0,1,1979,2
ellen goodman,At Large,1981,3,0,1,1981,0
ellen goodman,Turning Points,1982,4,0,2,1981,1
ellen goodman,At Large,1983,5,9,1,1982,1
ellen goodman,Keeping in Touch,1985,6,0,5,1983,2
ellen goodman,Keeping in Touch,1987,7,0,1,1985,2
ellen goodman,I Know Just What You Mean: The Power of Friendship in Women's Lives,2000,8,1.8,5,1987,13
ellen goodman,I Know Just What You Mean: The Power of Friendship in Women's Lives,2001,9,0,1,2000,1
ellen l. buell,A Family Treasury of Little Golden Books: 46 Best-Loved Stories,2001,2,10,2,1982,19
ellen rudin,The three billy goats Gruff (A First little golden book),1992,2,3,7,1984,8
ellen siever,"Linux in a Nutshell, 2nd Edition (O'Reilly Nutshell)",1999,2,0,3,1998,1
ellen siever,LINUX in A Nutshell: A Desktop Quick Reference (3rd Edition),2000,3,0,1,1999,1
ellen stoll walsh,Brunus and the New Bear,1993,2,8,1,1991,2
ellen stoll walsh,Mouse Paint,1995,3,10,2,1993,2
ellis weiner,Howard the Duck,1986,2,1.3333333333333333,3,1984,2
ellis weiner,Northern Exposure,1992,3,0,1,1986,6
ellis weiner,Letters from Cicely,1992,4,3.4545454545454546,11,1992,0
ellis weiner,The Northern Exposure Cookbook: A Community Cookbook from the Heart of the Alaskan Riviera,1993,5,10,1,1992,1
ellis weiner,"Drop Dead, My Lovely",2004,6,9,1,1993,11
else mã?â¼ller,Du fÃ?Â¼hlst die Wunder nur in dir.,1993,2,0,1,1985,8
else mã?â¼ller,Du spÃ?Â¼rst unter deinen FÃ?Â¼Ã?Â?en das Gras. Autogenes Training in Phantasie- und MÃ?Â¤rchenreisen.,2000,3,10,1,1993,7
else mã?â¼ller,Inseln der Ruhe.,2001,4,0,1,2000,1
elsie sechrist,Dreams: Your Magic Mirror,1988,2,5,1,1972,16
elspeth huxley,The Mottled Lizard,1982,2,0,2,1982,0
elspeth huxley,Out in the Midday Sun: My Kenya,1988,3,9,1,1982,6
elspeth huxley,Murder on Safari (Penguin Crime Monthly),1990,4,0,3,1988,2
elwood reid,If I Don't Six,1999,2,0,1,1999,0
elwood reid,What Salmon Know,2000,3,0,2,1999,1
elwood reid,Midnight Sun,2000,4,0,2,2000,0
emer martin,More Bread or I'll Appear,2000,2,0,2,1997,3
emile zola,L' Assommoir,1955,2,9,1,1954,1
emile zola,Germinal,1956,3,6,1,1955,1
emile zola,The Masterpiece (Ann Arbor Paperbacks),1968,4,7,1,1956,12
emile zola,L'Assommoir (Penguin Classics),1970,5,5.75,4,1968,2
emile zola,L'Assommoir,1971,6,8,1,1970,1
emile zola,Germinal,1971,7,2.25,4,1971,0
emile zola,Au bonheur des dames,1971,8,4.25,4,1971,0
emile zola,Le Ventre de Paris,1971,9,6.5,2,1971,0
emile zola,Au Bonheur Des Dames,1971,10,0,1,1971,0
emile zola,Nana. (Penguin Classics),1972,11,3.5,4,1971,1
emile zola,La BÃªte Humaine,1972,12,4,2,1972,0
emile zola,The Debacle (The Penguin Classics),1973,13,0,1,1972,1
emile zola,L'Assommoir,1977,14,6,1,1973,4
emile zola,La Bete Humaine,1977,15,7.5,2,1977,0
emile zola,La CurÃ?Â©e,1978,16,8,1,1977,1
emile zola,Le Ventre de Paris,1979,17,0,1,1978,1
emile zola,The Earth (Penguin Classics),1980,18,2.6666666666666665,3,1979,1
emile zola,Therese Raquin (Penguin Classics),1981,19,5.555555555555555,9,1980,1
emile zola,Pot-Bouille,1982,20,0,1,1981,1
emile zola,Nana,1983,21,0,2,1982,1
emile zola,La Faute de l'abbÃ?Â© Mouret,1991,22,10,1,1983,8
emile zola,La ConquÃ?Âªte de Plassans,1991,23,0,1,1991,0
emile zola,Germinal,1991,24,0,1,1991,0
emile zola,Nana (The World's Classics),1992,25,8,1,1991,1
emile zola,The Masterpiece (The World's Classics),1993,26,5,1,1992,1
emile zola,Germinal (The World's Classics),1993,27,0,1,1993,0
emile zola,Pot-Bouille,1993,28,0,1,1993,0
emile zola,Germinal (Movie Tie in),1994,29,0,3,1993,1
emile zola,L'Attaque du moulin,1995,30,0,1,1994,1
emile zola,VÃ?Â©ritÃ?Â©,1996,31,10,1,1995,1
emile zola,La Faute De L'abbe Mouret,1996,32,5,1,1996,0
emile zola,Germinal (Oxford World's Classics),1998,33,8,5,1996,2
emile zola,L'Assommoir,1998,34,6,1,1998,0
emile zola,Jacques D'Amour L'inondation,1998,35,8,1,1998,0
emile zola,Au Bonheur des Dames,1998,36,0,1,1998,0
emile zola,The Ladies' Paradise (Oxford World's Classics (Paperback)),1998,37,10,1,1998,0
emile zola,The Masterpiece (Oxford World's Classics),1999,38,0,2,1998,1
emile zola,L'Assommoir (Oxford World's Classics),1999,39,4,2,1999,0
emile zola,Le Venture de Paris (World Classics),1999,40,7,1,1999,0
emile zola,Nana [French],1999,41,0,1,1999,0
emile zola,La Terre,1999,42,4,1,1999,0
emile zola,La Bete Humaine (World Classics),1999,43,2.5,2,1999,0
emile zola,"Jacques Damour, suivi de \Le Capitaine Burle""""""""",2001,44,0,1,1999,2
emile zola,Truth (Literary Classics Series),2001,45,10,1,2001,0
emile zola,Collected Works of Emile Zola,2001,46,0,2,2001,0
emile zola,Das Geld.,2001,47,9,1,2001,0
emile zola,Nana.,2002,48,0,1,2001,1
emile zola,Das Werk.,2002,49,0,2,2002,0
emile zola,Au Bonheur Des Dames (The Ladies' Delight): The Ladies' Delight (Penguin Classics),2002,50,0,1,2002,0
emile zola,For a Night of Love,2002,51,9,1,2002,0
emilie rose,"Cowboy's Million-Dollar Secret (Silhouette Desire, 1542)",2003,2,2.5,4,2002,1
emilie rose,The Cowboy's Baby Bargain  The Baby Bank,2003,3,3.3333333333333335,3,2003,0
emilie rose,A Passionate Proposal (Silhouette Desire),2004,4,4.5,2,2003,1
emilio calderã³n,Retrato de un detective enamorado (Espacio abierto),1997,2,5,1,1996,1
emily fox gordon,Mockingbird Years: A Life in and Out of Therapy,2001,2,0,2,2000,1
emily james,Aladdin's quest (Disney's Aladdin series),1993,2,0,1,1992,1
emily neye,Water (All Aboard Science Reader),2002,2,0,1,1999,3
emily prager,Clea and Zeus Divorce/91207 (Vintage Contemporaries (Paperback)),1987,2,1.4444444444444444,9,1984,3
emily prager,"A Visit from the Footbinder, and Other Stories (Vintage Contemporaries)",1987,3,0,2,1987,0
emily prager,Eve's Tattoo (Vintage Contemporaries),1992,4,5.25,4,1987,5
